match_id,player,set,serve_pts,aces,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,winners_fh,winners_bh,unforced,unforced_fh,unforced_bh,player1,player2,date,year,month,player1_rank,player2_rank
20190308-m-indian-wells-masters-r128-denis-istomin-robin-haase,1,1,42,3,2,29,21,13,5,2,1,43,15,14,9,2,17,11,4,denis-istomin,robin-haase,2019-03-08,2019,3,101.0,68.0
20190308-m-indian-wells-masters-r128-taylor-harry-fritz-steve-johnson,2,2,25,2,0,13,12,12,6,2,1,25,12,10,5,2,6,2,4,harry-fritz,steve-johnson,2019-03-08,2019,3,,38.0
20190308-m-indian-wells-masters-r128-taylor-harry-fritz-steve-johnson,1,2,25,1,1,18,10,7,3,4,2,25,7,8,5,2,9,5,3,harry-fritz,steve-johnson,2019-03-08,2019,3,,38.0
20190308-m-indian-wells-masters-r128-taylor-harry-fritz-steve-johnson,2,1,19,1,0,10,10,9,6,0,0,23,9,6,4,1,2,0,2,harry-fritz,steve-johnson,2019-03-08,2019,3,,38.0
20190308-m-indian-wells-masters-r128-taylor-harry-fritz-steve-johnson,1,1,23,2,2,14,10,9,4,4,2,19,3,8,5,1,9,3,4,harry-fritz,steve-johnson,2019-03-08,2019,3,,38.0
20190308-m-indian-wells-masters-r128-taylor-harry-fritz-steve-johnson,2,Total,44,3,0,23,22,21,12,2,1,48,21,16,9,3,8,2,6,harry-fritz,steve-johnson,2019-03-08,2019,3,,38.0
20190308-m-indian-wells-masters-r128-taylor-harry-fritz-steve-johnson,1,Total,48,3,3,32,20,16,7,8,4,44,10,16,10,3,18,8,7,harry-fritz,steve-johnson,2019-03-08,2019,3,,38.0
20190308-m-indian-wells-masters-r128-tomas-berdych-feliciano-lopez,2,2,53,10,1,36,27,17,7,3,3,41,13,18,6,1,16,9,6,tomas-berdych,feliciano-lopez,2019-03-08,2019,3,81.0,78.0
20190308-m-indian-wells-masters-r128-tomas-berdych-feliciano-lopez,1,2,41,2,2,29,22,12,6,0,0,53,19,17,9,6,12,5,5,tomas-berdych,feliciano-lopez,2019-03-08,2019,3,81.0,78.0
20190308-m-indian-wells-masters-r128-tomas-berdych-feliciano-lopez,2,1,45,5,1,21,19,24,13,1,1,41,13,12,7,0,12,9,2,tomas-berdych,feliciano-lopez,2019-03-08,2019,3,81.0,78.0
20190308-m-indian-wells-masters-r128-denis-istomin-robin-haase,2,1,43,4,0,21,16,22,12,4,3,42,16,14,7,3,15,11,4,denis-istomin,robin-haase,2019-03-08,2019,3,101.0,68.0
20190308-m-indian-wells-masters-r128-tomas-berdych-feliciano-lopez,1,1,41,2,2,25,21,16,7,0,0,45,13,10,4,4,16,7,7,tomas-berdych,feliciano-lopez,2019-03-08,2019,3,81.0,78.0
20190308-m-indian-wells-masters-r128-tomas-berdych-feliciano-lopez,2,Total,98,15,2,57,46,41,20,4,4,82,26,30,13,1,28,18,8,tomas-berdych,feliciano-lopez,2019-03-08,2019,3,81.0,78.0
20190308-m-indian-wells-masters-r128-tomas-berdych-feliciano-lopez,1,Total,82,4,4,54,43,28,13,0,0,98,32,27,13,10,28,12,12,tomas-berdych,feliciano-lopez,2019-03-08,2019,3,81.0,78.0
20190308-m-indian-wells-masters-r128-denis-istomin-robin-haase,1,Total,56,6,2,39,27,17,5,5,2,63,19,20,10,4,23,14,7,denis-istomin,robin-haase,2019-03-08,2019,3,101.0,68.0
20190308-m-indian-wells-masters-r128-denis-istomin-robin-haase,2,Total,63,8,1,34,28,29,16,4,3,56,24,27,12,7,17,12,4,denis-istomin,robin-haase,2019-03-08,2019,3,101.0,68.0
20190309-m-indian-wells-masters-r64-miomir-kecmanovic-maximilian-marterer,1,2,21,2,0,13,10,8,6,0,0,20,11,9,7,0,2,0,2,miomir-kecmanovic,maximilian-marterer,2019-03-09,2019,3,130.0,99.0
20190309-m-indian-wells-masters-r64-miomir-kecmanovic-maximilian-marterer,2,1,21,0,0,16,11,5,3,2,1,24,4,6,5,1,7,5,2,miomir-kecmanovic,maximilian-marterer,2019-03-09,2019,3,130.0,99.0
20190309-m-indian-wells-masters-r64-miomir-kecmanovic-maximilian-marterer,1,1,24,2,1,19,17,5,3,0,0,21,7,8,4,2,5,2,2,miomir-kecmanovic,maximilian-marterer,2019-03-09,2019,3,130.0,99.0
20190309-m-indian-wells-masters-r64-miomir-kecmanovic-maximilian-marterer,2,Total,41,2,0,29,18,12,5,5,2,45,9,15,12,1,16,10,6,miomir-kecmanovic,maximilian-marterer,2019-03-09,2019,3,130.0,99.0
