match_id,player,set,serve_pts,aces,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,winners_fh,winners_bh,unforced,unforced_fh,unforced_bh,player1,player2,date,year,month,player1_rank,player2_rank
19740714-m-bastad-f-bjorn-borg-adriano-panatta,2,2,13,0,1,7,0,6,1,4,1,18,5,1,0,1,8,2,5,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,1,1,38,0,1,23,13,15,10,6,5,28,14,19,6,13,9,3,5,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,2,1,28,0,0,18,10,10,4,3,1,38,15,10,7,3,11,6,5,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,1,2,18,1,2,9,9,9,4,2,2,13,12,5,2,2,4,1,1,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,1,3,35,0,1,20,10,15,8,4,1,43,20,12,7,5,9,6,2,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,2,3,43,0,2,26,15,17,8,5,2,35,17,11,7,4,12,7,3,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,1,4,31,1,1,12,11,19,11,2,2,26,10,11,7,3,4,2,1,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,2,4,26,2,0,18,12,8,4,4,3,31,9,11,5,4,11,6,5,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,2,Total,110,2,3,69,37,41,17,16,7,122,46,33,19,12,42,21,18,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19740714-m-bastad-f-bjorn-borg-adriano-panatta,1,Total,122,2,5,64,43,58,33,14,10,110,56,47,22,23,26,12,9,bjorn-borg,adriano-panatta,1974-07-14,1974,7,9.0,38.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,1,1,42,3,0,29,18,13,8,2,1,34,10,12,4,5,11,6,5,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,2,1,34,4,2,21,17,13,7,0,0,42,16,12,5,2,9,5,2,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,1,2,28,0,0,17,13,11,8,1,1,25,10,13,5,7,4,3,1,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,2,2,25,3,1,14,11,11,4,2,1,28,7,7,3,1,5,1,3,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,2,4,45,7,2,30,24,15,7,4,3,38,11,21,5,8,5,0,3,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,1,3,32,1,1,25,13,7,3,3,1,29,10,11,1,8,8,4,3,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,2,3,29,3,2,18,14,11,5,4,3,32,16,14,9,2,6,2,2,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,1,4,38,0,0,28,19,10,8,2,1,45,14,15,5,9,6,4,2,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,2,Total,133,17,7,83,66,50,23,10,7,140,50,54,22,13,25,8,10,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19750101-m-australian-open-f-jimmy-connors-john-newcombe,1,Total,140,4,1,99,63,41,27,8,4,133,44,51,15,29,29,17,11,jimmy-connors,john-newcombe,1975-01-01,1975,1,1.0,2.0
19751219-m-davis-cup-world-group-f-rr-bjorn-borg-jiri-hrebec,1,Total,69,2,1,32,25,37,21,5,4,63,36,28,10,16,16,6,9,bjorn-borg,jiri-hrebec,1975-12-19,1975,12,3.0,53.0
19751219-m-davis-cup-world-group-f-rr-bjorn-borg-jiri-hrebec,2,Total,63,2,2,41,20,22,7,12,4,69,23,14,8,4,26,15,9,bjorn-borg,jiri-hrebec,1975-12-19,1975,12,3.0,53.0
19751219-m-davis-cup-world-group-f-rr-bjorn-borg-jiri-hrebec,1,1,26,2,0,15,10,11,6,2,1,18,13,10,3,5,6,2,4,bjorn-borg,jiri-hrebec,1975-12-19,1975,12,3.0,53.0
19751219-m-davis-cup-world-group-f-rr-bjorn-borg-jiri-hrebec,2,1,18,0,0,11,3,7,2,3,0,26,10,4,2,2,10,7,3,bjorn-borg,jiri-hrebec,1975-12-19,1975,12,3.0,53.0
19751219-m-davis-cup-world-group-f-rr-bjorn-borg-jiri-hrebec,1,2,24,0,0,10,9,14,8,1,1,26,10,9,3,6,6,2,4,bjorn-borg,jiri-hrebec,1975-12-19,1975,12,3.0,53.0
19751219-m-davis-cup-world-group-f-rr-bjorn-borg-jiri-hrebec,2,2,26,2,1,18,12,8,4,4,2,24,7,8,5,1,8,4,3,bjorn-borg,jiri-hrebec,1975-12-19,1975,12,3.0,53.0
19751219-m-davis-cup-world-group-f-rr-bjorn-borg-jiri-hrebec,1,3,19,0,1,7,6,12,7,2,2,19,13,9,4,5,4,2,1,bjorn-borg,jiri-hrebec,1975-12-19,1975,12,3.0,53.0
19751219-m-davis-cup-world-group-f-rr-bjorn-borg-jiri-hrebec,2,3,19,0,1,12,5,7,1,5,2,19,6,2,1,1,8,4,3,bjorn-borg,jiri-hrebec,1975-12-19,1975,12,3.0,53.0
19780125-m-pepsi-grand-slam-sf-brian-gottfried-bjorn-borg,1,1,32,0,1,20,13,12,4,7,5,22,6,7,4,3,19,5,13,brian-gottfried,bjorn-borg,1978-01-25,1978,1,5.0,3.0
19780125-m-pepsi-grand-slam-sf-brian-gottfried-bjorn-borg,2,1,22,0,0,12,11,10,5,0,0,32,15,10,7,3,11,3,8,brian-gottfried,bjorn-borg,1978-01-25,1978,1,5.0,3.0
19780125-m-pepsi-grand-slam-sf-brian-gottfried-bjorn-borg,1,2,23,0,0,12,8,11,5,2,0,27,8,4,3,1,12,4,8,brian-gottfried,bjorn-borg,1978-01-25,1978,1,5.0,3.0
19780125-m-pepsi-grand-slam-sf-brian-gottfried-bjorn-borg,2,2,27,0,2,19,14,8,5,1,0,23,10,5,1,4,10,4,4,brian-gottfried,bjorn-borg,1978-01-25,1978,1,5.0,3.0
19780125-m-pepsi-grand-slam-sf-brian-gottfried-bjorn-borg,1,Total,55,0,1,32,21,23,9,9,5,49,14,11,7,4,31,9,21,brian-gottfried,bjorn-borg,1978-01-25,1978,1,5.0,3.0
19780125-m-pepsi-grand-slam-sf-brian-gottfried-bjorn-borg,2,Total,49,0,2,31,25,18,10,1,0,55,25,15,8,7,21,7,12,brian-gottfried,bjorn-borg,1978-01-25,1978,1,5.0,3.0
19780611-m-roland-garros-f-bjorn-borg-guillermo-vilas,2,1,15,0,1,10,2,5,2,3,0,21,9,4,3,1,16,4,11,bjorn-borg,guillermo-vilas,1978-06-11,1978,6,,
19780611-m-roland-garros-f-bjorn-borg-guillermo-vilas,2,Total,61,0,5,41,16,20,9,10,2,65,22,20,12,8,50,14,31,bjorn-borg,guillermo-vilas,1978-06-11,1978,6,,
19780611-m-roland-garros-f-bjorn-borg-guillermo-vilas,1,Total,65,0,1,35,25,30,18,3,1,61,36,18,11,7,19,12,6,bjorn-borg,guillermo-vilas,1978-06-11,1978,6,,
19780611-m-roland-garros-f-bjorn-borg-guillermo-vilas,1,2,18,0,0,11,9,7,4,0,0,25,14,5,5,0,6,5,1,bjorn-borg,guillermo-vilas,1978-06-11,1978,6,,
19780611-m-roland-garros-f-bjorn-borg-guillermo-vilas,1,1,21,0,1,12,7,9,5,2,1,15,11,4,1,3,6,4,1,bjorn-borg,guillermo-vilas,1978-06-11,1978,6,,
19780611-m-roland-garros-f-bjorn-borg-guillermo-vilas,1,3,26,0,0,12,9,14,9,1,0,21,11,9,5,4,7,3,4,bjorn-borg,guillermo-vilas,1978-06-11,1978,6,,
19780611-m-roland-garros-f-bjorn-borg-guillermo-vilas,2,3,21,0,2,12,6,9,4,4,2,26,8,8,6,2,14,3,9,bjorn-borg,guillermo-vilas,1978-06-11,1978,6,,
19780611-m-roland-garros-f-bjorn-borg-guillermo-vilas,2,2,25,0,2,19,8,6,3,3,0,18,5,8,3,5,20,7,11,bjorn-borg,guillermo-vilas,1978-06-11,1978,6,,
19800608-m-roland-garros-f-vitas-gerulaitis-bjorn-borg,2,Total,74,0,1,52,35,22,12,5,3,83,44,33,21,12,17,11,5,vitas-gerulaitis,bjorn-borg,1980-06-08,1980,6,,
19800608-m-roland-garros-f-vitas-gerulaitis-bjorn-borg,2,1,33,0,1,21,13,12,7,3,2,31,14,15,10,5,12,8,3,vitas-gerulaitis,bjorn-borg,1980-06-08,1980,6,,
19800608-m-roland-garros-f-vitas-gerulaitis-bjorn-borg,1,Total,83,0,3,49,28,34,11,11,3,74,27,24,16,8,34,18,13,vitas-gerulaitis,bjorn-borg,1980-06-08,1980,6,,
19800608-m-roland-garros-f-vitas-gerulaitis-bjorn-borg,2,3,21,0,0,14,11,7,5,0,0,25,12,6,6,0,3,2,1,vitas-gerulaitis,bjorn-borg,1980-06-08,1980,6,,
19800608-m-roland-garros-f-vitas-gerulaitis-bjorn-borg,1,3,25,0,1,15,10,10,3,5,3,21,5,8,5,3,14,10,3,vitas-gerulaitis,bjorn-borg,1980-06-08,1980,6,,
19800608-m-roland-garros-f-vitas-gerulaitis-bjorn-borg,2,2,20,0,0,17,11,3,0,2,1,27,18,12,5,7,2,1,1,vitas-gerulaitis,bjorn-borg,1980-06-08,1980,6,,
19800608-m-roland-garros-f-vitas-gerulaitis-bjorn-borg,1,2,27,0,2,15,7,12,2,4,0,20,9,10,6,4,10,4,4,vitas-gerulaitis,bjorn-borg,1980-06-08,1980,6,,
19800608-m-roland-garros-f-vitas-gerulaitis-bjorn-borg,1,1,31,0,0,19,11,12,6,2,0,33,13,6,5,1,10,4,6,vitas-gerulaitis,bjorn-borg,1980-06-08,1980,6,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,2,3,40,1,2,17,12,23,15,5,5,24,9,7,3,3,19,5,12,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,1,Total,180,12,3,111,75,69,44,14,10,196,65,69,28,29,102,29,70,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,2,Total,196,8,7,119,83,77,48,13,10,180,61,63,34,21,86,36,43,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,1,1,24,1,0,12,8,12,9,0,0,23,12,9,3,5,12,4,8,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,2,1,23,0,2,14,7,9,4,3,1,24,7,5,4,1,15,5,8,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,1,2,33,1,0,20,16,13,7,2,1,50,18,14,6,7,23,6,17,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,2,2,50,4,2,33,24,17,8,4,4,33,10,13,6,3,19,12,5,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,2,5,31,2,0,21,19,10,9,0,0,45,16,17,9,6,13,6,7,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,1,5,45,5,2,31,22,14,7,8,7,31,3,14,5,4,21,5,14,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,2,4,52,1,1,34,21,18,12,1,0,54,19,21,12,8,20,8,11,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,1,4,54,5,0,37,22,17,13,2,1,52,19,26,14,7,21,6,15,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800705-m-wimbledon-f-john-mcenroe-bjorn-borg,1,3,24,0,1,11,7,13,8,2,1,40,13,6,0,6,25,8,16,john-mcenroe,bjorn-borg,1980-07-05,1980,7,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,1,Total,163,8,3,98,61,65,36,17,9,155,56,44,24,12,43,21,19,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,2,Total,155,0,0,123,77,32,22,21,15,163,66,52,23,29,43,22,21,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,1,2,46,1,1,27,19,19,10,4,3,36,8,13,11,1,12,5,6,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,2,5,44,0,0,37,21,7,5,5,3,41,15,16,5,11,14,8,6,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,1,5,41,3,1,27,19,14,7,5,3,44,18,11,4,4,10,6,3,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,2,4,32,0,0,23,12,9,5,7,5,27,10,6,3,3,13,6,7,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,1,4,27,2,0,16,8,11,9,1,0,32,15,8,4,2,8,4,4,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,2,3,15,0,0,13,11,2,1,0,0,21,14,7,3,4,1,0,1,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,1,3,21,1,1,16,7,5,0,5,2,15,3,2,0,1,6,2,3,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,2,2,36,0,0,30,23,6,5,5,5,46,17,15,8,7,6,3,3,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,1,1,28,1,0,12,8,16,10,2,1,28,12,10,5,4,7,4,3,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800906-m-us-open-sf-john-mcenroe-jimmy-connors,2,1,28,0,0,20,10,8,6,4,2,28,10,8,4,4,9,5,4,john-mcenroe,jimmy-connors,1980-09-06,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,2,4,33,0,2,17,13,16,12,0,0,38,11,16,9,7,13,4,7,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,2,5,28,1,3,14,12,14,6,2,1,26,6,10,5,4,6,1,2,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,2,3,33,2,0,15,12,18,10,2,2,39,15,21,8,11,11,7,4,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,1,3,39,3,1,25,17,14,7,1,0,33,11,10,4,3,10,5,4,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,2,2,22,0,3,8,3,14,3,4,0,16,5,3,1,2,14,5,6,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,1,2,16,0,0,10,10,6,1,1,0,22,16,5,4,1,3,1,2,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,2,1,38,1,1,24,12,14,8,2,0,45,20,15,8,6,15,6,8,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,1,1,45,2,3,22,13,23,12,5,3,38,18,16,9,5,16,6,7,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,1,5,26,0,0,19,15,7,5,0,0,28,10,11,7,4,10,5,5,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,1,4,38,1,2,22,19,16,8,4,3,33,8,8,6,1,9,2,5,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,2,Total,154,4,9,78,52,76,39,10,3,164,57,65,31,30,59,23,27,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19800907-m-us-open-f-john-mcenroe-bjorn-borg,1,Total,164,6,6,98,74,66,33,11,6,154,63,50,30,14,48,19,23,john-mcenroe,bjorn-borg,1980-09-07,1980,9,,
19810104-m-australian-open-f-kim-warwick-brian-teacher,1,2,40,1,0,29,20,11,6,2,1,40,13,13,6,6,10,8,2,kim-warwick,brian-teacher,1981-01-04,1981,1,,
19810104-m-australian-open-f-kim-warwick-brian-teacher,2,3,32,2,1,22,19,10,4,0,0,28,12,8,4,2,4,2,1,kim-warwick,brian-teacher,1981-01-04,1981,1,,
19810104-m-australian-open-f-kim-warwick-brian-teacher,2,2,40,1,3,25,18,15,9,3,2,40,14,13,8,4,10,2,5,kim-warwick,brian-teacher,1981-01-04,1981,1,,
19810104-m-australian-open-f-kim-warwick-brian-teacher,1,3,28,1,1,21,13,7,3,2,1,32,9,10,4,5,10,4,5,kim-warwick,brian-teacher,1981-01-04,1981,1,,
19810104-m-australian-open-f-kim-warwick-brian-teacher,1,1,37,0,2,25,18,12,7,5,4,30,6,11,7,4,9,7,0,kim-warwick,brian-teacher,1981-01-04,1981,1,,
19810104-m-australian-open-f-kim-warwick-brian-teacher,2,Total,102,3,4,70,54,32,20,3,2,105,38,38,23,12,17,5,8,kim-warwick,brian-teacher,1981-01-04,1981,1,,
19810104-m-australian-open-f-kim-warwick-brian-teacher,2,1,30,0,0,23,17,7,7,0,0,37,12,17,11,6,3,1,2,kim-warwick,brian-teacher,1981-01-04,1981,1,,
19810104-m-australian-open-f-kim-warwick-brian-teacher,1,Total,105,2,3,75,51,30,16,9,6,102,28,34,17,15,29,19,7,kim-warwick,brian-teacher,1981-01-04,1981,1,,
19810118-m-masters-f-ivan-lendl-bjorn-borg,1,Total,76,1,3,43,28,33,15,8,3,85,25,22,17,4,46,20,23,ivan-lendl,bjorn-borg,1981-01-18,1981,1,,1.0
19810118-m-masters-f-ivan-lendl-bjorn-borg,1,1,27,0,0,14,7,13,9,1,0,36,11,5,5,0,18,7,11,ivan-lendl,bjorn-borg,1981-01-18,1981,1,,1.0
19810118-m-masters-f-ivan-lendl-bjorn-borg,2,1,36,2,1,14,9,22,16,4,4,27,11,9,5,2,14,7,6,ivan-lendl,bjorn-borg,1981-01-18,1981,1,,1.0
19810118-m-masters-f-ivan-lendl-bjorn-borg,1,2,22,1,0,14,11,8,2,2,0,24,7,6,4,1,14,6,8,ivan-lendl,bjorn-borg,1981-01-18,1981,1,,1.0
19810118-m-masters-f-ivan-lendl-bjorn-borg,2,2,24,2,1,12,10,12,7,0,0,22,9,10,4,4,10,6,3,ivan-lendl,bjorn-borg,1981-01-18,1981,1,,1.0
19810118-m-masters-f-ivan-lendl-bjorn-borg,1,3,27,0,3,15,10,12,4,5,3,25,7,11,8,3,14,7,4,ivan-lendl,bjorn-borg,1981-01-18,1981,1,,1.0
19810118-m-masters-f-ivan-lendl-bjorn-borg,2,3,25,1,0,17,13,8,5,0,0,27,13,7,2,4,2,1,1,ivan-lendl,bjorn-borg,1981-01-18,1981,1,,1.0
19810118-m-masters-f-ivan-lendl-bjorn-borg,2,Total,85,5,2,43,32,42,28,4,4,76,33,26,11,10,26,14,10,ivan-lendl,bjorn-borg,1981-01-18,1981,1,,1.0
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,1,Total,73,7,2,46,27,27,17,9,5,73,37,25,9,9,17,7,8,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,2,Total,73,2,2,35,22,38,14,8,2,73,29,28,17,9,35,23,10,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,2,1,6,0,1,3,2,3,0,1,0,4,0,1,1,0,5,3,1,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,1,1,4,1,0,4,4,0,0,0,0,6,4,2,1,0,1,0,1,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,2,2,0,0,0,0,0,0,0,0,0,18,10,4,4,0,2,1,1,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,1,3,21,4,1,11,8,10,8,0,0,22,11,8,3,1,3,0,2,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,2,3,22,0,1,10,7,12,4,3,1,21,5,7,3,4,11,5,5,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,1,4,20,2,1,11,6,9,5,3,1,30,12,10,2,6,7,4,2,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,2,4,30,2,0,14,9,16,9,1,0,20,9,12,5,5,8,7,1,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,2,5,15,0,0,8,4,7,1,3,1,10,5,4,4,0,9,7,2,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,1,2,18,0,0,12,4,6,4,5,4,0,0,4,2,2,4,2,2,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810607-m-roland-garros-f-bjorn-borg-ivan-lendl,1,5,10,0,0,8,5,2,0,1,0,15,10,1,1,0,2,1,1,bjorn-borg,ivan-lendl,1981-06-07,1981,6,,
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,2,Total,139,10,3,95,66,44,24,15,13,150,49,53,20,23,24,14,7,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,1,Total,150,8,8,112,85,38,16,12,11,139,49,68,30,30,41,10,23,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,1,1,28,1,2,23,18,5,1,4,3,30,7,10,5,4,8,1,5,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,2,1,30,3,1,20,17,10,6,4,4,28,9,13,3,7,3,2,0,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,1,2,39,1,2,28,23,11,5,2,2,44,17,22,9,12,14,4,8,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,2,2,44,1,0,31,16,13,11,5,5,39,11,13,8,4,6,4,2,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,1,3,53,4,4,41,28,12,5,4,4,33,13,23,8,11,10,1,5,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,2,3,33,4,1,22,17,11,3,2,1,53,20,19,8,7,5,3,1,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,1,4,30,2,0,20,16,10,5,2,2,32,12,13,8,3,9,4,5,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810704-m-wimbledon-f-john-mcenroe-bjorn-borg,2,4,32,2,1,22,16,10,4,4,3,30,9,8,1,5,10,5,4,john-mcenroe,bjorn-borg,1981-07-04,1981,7,1.0,1.0
19810912-m-us-open-sf-jimmy-connors-bjorn-borg,1,1,28,0,0,23,13,5,2,3,1,28,8,7,6,1,14,5,9,jimmy-connors,bjorn-borg,1981-09-12,1981,9,,
19810912-m-us-open-sf-jimmy-connors-bjorn-borg,2,Total,100,14,2,47,39,53,27,12,11,98,43,32,13,5,26,12,12,jimmy-connors,bjorn-borg,1981-09-12,1981,9,,
19810912-m-us-open-sf-jimmy-connors-bjorn-borg,1,Total,98,1,2,76,44,22,11,7,2,100,34,22,15,6,36,19,15,jimmy-connors,bjorn-borg,1981-09-12,1981,9,,
19810912-m-us-open-sf-jimmy-connors-bjorn-borg,2,2,38,7,0,21,16,17,7,5,4,39,17,15,5,3,11,6,5,jimmy-connors,bjorn-borg,1981-09-12,1981,9,,
19810912-m-us-open-sf-jimmy-connors-bjorn-borg,2,1,28,3,1,13,10,15,10,3,3,28,13,5,1,1,8,4,3,jimmy-connors,bjorn-borg,1981-09-12,1981,9,,
19810912-m-us-open-sf-jimmy-connors-bjorn-borg,1,2,39,1,1,31,17,8,5,2,0,38,15,8,5,2,13,8,4,jimmy-connors,bjorn-borg,1981-09-12,1981,9,,
19810912-m-us-open-sf-jimmy-connors-bjorn-borg,2,3,34,4,1,13,13,21,10,4,4,31,13,12,7,1,7,2,4,jimmy-connors,bjorn-borg,1981-09-12,1981,9,,
19810912-m-us-open-sf-jimmy-connors-bjorn-borg,1,3,31,0,1,22,14,9,4,2,1,34,11,7,4,3,9,6,2,jimmy-connors,bjorn-borg,1981-09-12,1981,9,,
19810913-m-us-open-f-john-mcenroe-bjorn-borg,2,4,25,4,1,11,8,14,4,4,2,26,9,8,2,2,11,4,6,john-mcenroe,bjorn-borg,1981-09-13,1981,9,,
19810913-m-us-open-f-john-mcenroe-bjorn-borg,1,4,26,1,2,10,8,16,9,1,0,25,13,8,5,2,7,4,1,john-mcenroe,bjorn-borg,1981-09-13,1981,9,,
19810913-m-us-open-f-john-mcenroe-bjorn-borg,1,3,31,2,1,17,13,14,7,3,2,31,14,17,6,9,8,6,1,john-mcenroe,bjorn-borg,1981-09-13,1981,9,,
19810913-m-us-open-f-john-mcenroe-bjorn-borg,2,2,24,2,3,10,4,14,7,3,0,28,12,8,1,5,8,2,3,john-mcenroe,bjorn-borg,1981-09-13,1981,9,,
19810913-m-us-open-f-john-mcenroe-bjorn-borg,1,2,28,4,1,19,13,9,3,3,2,24,13,12,6,2,7,3,3,john-mcenroe,bjorn-borg,1981-09-13,1981,9,,
19810913-m-us-open-f-john-mcenroe-bjorn-borg,2,1,32,2,1,23,16,9,6,0,0,28,10,8,4,2,10,3,6,john-mcenroe,bjorn-borg,1981-09-13,1981,9,,
