2018.12.31,2018,12,31,1,1,,,31,9045,17,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643
2018.12.31,2018,12,31,2,2,,,32,7480,13,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409
2018.12.31,2018,12,31,3,3,,,37,6420,17,/en/players/roger-federer/f324/overview,roger-federer,f324
2018.12.31,2018,12,31,4,4,,,21,6385,21,/en/players/alexander-zverev/z355/overview,alexander-zverev,z355
2018.12.31,2018,12,31,5,5,,,30,5300,18,/en/players/juan-martin-del-potro/d683/overview,juan-martin-del-potro,d683
2018.12.31,2018,12,31,6,6,,,32,4710,20,/en/players/kevin-anderson/a678/overview,kevin-anderson,a678
2018.12.31,2018,12,31,7,7,,,30,4250,19,/en/players/marin-cilic/c977/overview,marin-cilic,c977
2018.12.31,2018,12,31,8,8,,,25,4095,25,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69
2018.12.31,2018,12,31,9,9,,,29,3590,24,/en/players/kei-nishikori/n552/overview,kei-nishikori,n552
2018.12.31,2018,12,31,10,10,,,33,3155,23,/en/players/john-isner/i186/overview,john-isner,i186
2018.12.31,2018,12,31,11,11,,,22,2835,25,/en/players/karen-khachanov/ke29/overview,karen-khachanov,ke29
2018.12.31,2018,12,31,12,12,,,22,2480,20,/en/players/borna-coric/cg80/overview,borna-coric,cg80
2018.12.31,2018,12,31,13,13,,,31,2315,25,/en/players/fabio-fognini/f510/overview,fabio-fognini,f510
2018.12.31,2018,12,31,14,14,,,23,2150,23,/en/players/kyle-edmund/e831/overview,kyle-edmund,e831
2018.12.31,2018,12,31,15,15,,,20,2095,30,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51
2018.12.31,2018,12,31,16,16,,,22,1977,27,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58
2018.12.31,2018,12,31,17,17,,,26,1880,26,/en/players/diego-schwartzman/sm37/overview,diego-schwartzman,sm37
2018.12.31,2018,12,31,18,18,,,28,1855,20,/en/players/milos-raonic/r975/overview,milos-raonic,r975
2018.12.31,2018,12,31,19,19,,,27,1835,20,/en/players/grigor-dimitrov/d875/overview,grigor-dimitrov,d875
2018.12.31,2018,12,31,20,20,,,26,1819,30,/en/players/marco-cecchinato/cf01/overview,marco-cecchinato,cf01
2018.12.31,2018,12,31,21,21,,,26,1795,29,/en/players/nikoloz-basilashvili/bg23/overview,nikoloz-basilashvili,bg23
2018.12.31,2018,12,31,22,22,,,28,1785,20,/en/players/david-goffin/gb88/overview,david-goffin,gb88
2018.12.31,2018,12,31,23,23,,,27,1705,22,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,cd85
2018.12.31,2018,12,31,24,24,,,30,1605,24,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06
2018.12.31,2018,12,31,25,25,,,22,1585,23,/en/players/hyeon-chung/ch27/overview,hyeon-chung,ch27
2018.12.31,2018,12,31,26,26,,,32,1535,25,/en/players/richard-gasquet/g628/overview,richard-gasquet,g628
2018.12.31,2018,12,31,27,27,,,19,1440,27,/en/players/denis-shapovalov/su55/overview,denis-shapovalov,su55
2018.12.31,2018,12,31,28,28,,,35,1410,28,/en/players/fernando-verdasco/v306/overview,fernando-verdasco,v306
2018.12.31,2018,12,31,29,29,,,32,1400,24,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65
2018.12.31,2018,12,31,30,30,,,34,1370,28,/en/players/gilles-simon/sd32/overview,gilles-simon,sd32
2018.12.31,2018,12,31,31,31,,,19,1298,26,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,dh58
2018.12.31,2018,12,31,32,32,,,24,1245,23,/en/players/lucas-pouille/pf39/overview,lucas-pouille,pf39
2018.12.31,2018,12,31,33,33,,,29,1190,25,/en/players/steve-johnson/j386/overview,steve-johnson,j386
2018.12.31,2018,12,31,34,34,,,35,1125,23,/en/players/philipp-kohlschreiber/k435/overview,philipp-kohlschreiber,k435
2018.12.31,2018,12,31,35,35,,,23,1125,21,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17
2018.12.31,2018,12,31,36,36,,,26,1122,27,/en/players/marton-fucsovics/f724/overview,marton-fucsovics,f724
2018.12.31,2018,12,31,37,37,,,34,1106,24,/en/players/andreas-seppi/sa93/overview,andreas-seppi,sa93
2018.12.31,2018,12,31,38,38,,,29,1083,23,/en/players/john-millman/mh30/overview,john-millman,mh30
2018.12.31,2018,12,31,39,39,,,20,1080,25,/en/players/frances-tiafoe/td51/overview,frances-tiafoe,td51
2018.12.31,2018,12,31,40,40,,,31,1050,25,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12
2018.12.31,2018,12,31,41,41,,,29,1050,20,/en/players/martin-klizan/k966/overview,martin-klizan,k966
2018.12.31,2018,12,31,42,42,,,30,1045,29,/en/players/adrian-mannarino/me82/overview,adrian-mannarino,me82
2018.12.31,2018,12,31,43,43,,,23,1022,22,/en/players/nicolas-jarry/j551/overview,nicolas-jarry,j551
2018.12.31,2018,12,31,44,44,,,29,1017,29,/en/players/joao-sousa/sh90/overview,joao-sousa,sh90
2018.12.31,2018,12,31,45,45,,,34,1014,30,/en/players/malek-jaziri/j267/overview,malek-jaziri,j267
2018.12.31,2018,12,31,46,46,,,31,1001,27,/en/players/matthew-ebden/e690/overview,matthew-ebden,e690
2018.12.31,2018,12,31,47,47,,,26,985,31,/en/players/damir-dzumhur/d923/overview,damir-dzumhur,d923
2018.12.31,2018,12,31,48,48,,,28,985,25,/en/players/dusan-lajovic/l987/overview,dusan-lajovic,l987
2018.12.31,2018,12,31,49,49,,,21,974,26,/en/players/taylor-fritz/fb98/overview,taylor-fritz,fb98
2018.12.31,2018,12,31,50,50,,,31,965,28,/en/players/robin-haase/h756/overview,robin-haase,h756
2018.12.31,2018,12,31,51,51,,,31,955,23,/en/players/sam-querrey/q927/overview,sam-querrey,q927
2018.12.31,2018,12,31,52,52,,,29,935,29,/en/players/benoit-paire/pd31/overview,benoit-paire,pd31
2018.12.31,2018,12,31,53,53,,,31,935,24,/en/players/mikhail-kukushkin/k926/overview,mikhail-kukushkin,k926
2018.12.31,2018,12,31,54,54,,,22,932,24,/en/players/matteo-berrettini/bk40/overview,matteo-berrettini,bk40
2018.12.31,2018,12,31,55,55,,,27,903,25,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996
2018.12.31,2018,12,31,56,56,,,31,895,25,/en/players/leonardo-mayer/md56/overview,leonardo-mayer,md56
2018.12.31,2018,12,31,57,57,,,28,875,25,/en/players/jan-lennard-struff/sl28/overview,jan-lennard-struff,sl28
2018.12.31,2018,12,31,58,58,,,28,860,25,/en/players/guido-pella/pc11/overview,guido-pella,pc11
2018.12.31,2018,12,31,59,59,,,29,855,25,/en/players/peter-gojowczyk/g967/overview,peter-gojowczyk,g967
2018.12.31,2018,12,31,60,60,,,28,823,23,/en/players/marius-copil/ca99/overview,marius-copil,ca99
2018.12.31,2018,12,31,61,61,,,27,814,23,/en/players/tennys-sandgren/sl08/overview,tennys-sandgren,sl08
2018.12.31,2018,12,31,62,62,,,26,810,21,/en/players/ryan-harrison/h940/overview,ryan-harrison,h940
2018.12.31,2018,12,31,63,63,,,26,810,27,/en/players/denis-kudla/kb09/overview,denis-kudla,kb09
2018.12.31,2018,12,31,64,64,,,37,795,21,/en/players/feliciano-lopez/l397/overview,feliciano-lopez,l397
2018.12.31,2018,12,31,65,65,,,30,790,29,/en/players/albert-ramos-vinolas/r772/overview,albert-ramos-vinolas,r772
2018.12.31,2018,12,31,66,66,,,33,785,17,/en/players/stan-wawrinka/w367/overview,stan-wawrinka,w367
2018.12.31,2018,12,31,67,67,,,29,780,21,/en/players/aljaz-bedene/bh09/overview,aljaz-bedene,bh09
2018.12.31,2018,12,31,68,68,,,21,760,24,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44
2018.12.31,2018,12,31,69,69,,,31,750,31,/en/players/mischa-zverev/z168/overview,mischa-zverev,z168
2018.12.31,2018,12,31,70,70,,,28,716,26,/en/players/vasek-pospisil/pd07/overview,vasek-pospisil,pd07
2018.12.31,2018,12,31,71,71,,,33,715,16,/en/players/tomas-berdych/ba47/overview,tomas-berdych,ba47
2018.12.31,2018,12,31,72,72,,,24,715,30,/en/players/jordan-thompson/tc61/overview,jordan-thompson,tc61
2018.12.31,2018,12,31,73,73,,,25,714,29,/en/players/roberto-carballes-baena/cf59/overview,roberto-carballes-baena,cf59
2018.12.31,2018,12,31,74,74,,,23,706,27,/en/players/maximilian-marterer/mn13/overview,maximilian-marterer,mn13
2018.12.31,2018,12,31,75,75,,,23,701,23,/en/players/yoshihito-nishioka/n732/overview,yoshihito-nishioka,n732
2018.12.31,2018,12,31,76,76,,,28,699,24,/en/players/bradley-klahn/ka98/overview,bradley-klahn,ka98
2018.12.31,2018,12,31,77,77,,,25,691,24,/en/players/taro-daniel/da81/overview,taro-daniel,da81
2018.12.31,2018,12,31,78,78,,,23,688,25,/en/players/mackenzie-mcdonald/mk66/overview,mackenzie-mcdonald,mk66
2018.12.31,2018,12,31,79,79,,,27,682,25,/en/players/guido-andreozzi/a887/overview,guido-andreozzi,a887
2018.12.31,2018,12,31,80,80,,,28,678,24,/en/players/federico-delbonis/d874/overview,federico-delbonis,d874
2018.12.31,2018,12,31,81,81,,,21,663,29,/en/players/jaume-munar/mu94/overview,jaume-munar,mu94
2018.12.31,2018,12,31,82,82,,,32,658,21,/en/players/pablo-andujar/a596/overview,pablo-andujar,a596
2018.12.31,2018,12,31,83,83,,,26,655,13,/en/players/bernard-tomic/ta46/overview,bernard-tomic,ta46
2018.12.31,2018,12,31,84,84,,,22,650,22,/en/players/cristian-garin/gd64/overview,cristian-garin,gd64
2018.12.31,2018,12,31,85,85,,,26,638,18,/en/players/jozef-kovalik/kc04/overview,jozef-kovalik,kc04
2018.12.31,2018,12,31,86,86,,,21,636,24,/en/players/hubert-hurkacz/hb71/overview,hubert-hurkacz,hb71
2018.12.31,2018,12,31,87,87,,,27,636,25,/en/players/mirza-basic/be67/overview,mirza-basic,be67
2018.12.31,2018,12,31,88,88,,,32,630,23,/en/players/pablo-cuevas/c882/overview,pablo-cuevas,c882
2018.12.31,2018,12,31,89,89,,,25,629,24,/en/players/jiri-vesely/v708/overview,jiri-vesely,v708
2018.12.31,2018,12,31,90,90,,,23,627,22,/en/players/cameron-norrie/n771/overview,cameron-norrie,n771
2018.12.31,2018,12,31,91,91,,,24,622,21,/en/players/ilya-ivashka/i305/overview,ilya-ivashka,i305
2018.12.31,2018,12,31,92,92,,,32,622,24,/en/players/denis-istomin/i165/overview,denis-istomin,i165
2018.12.31,2018,12,31,93,93,,,23,621,25,/en/players/laslo-djere/db63/overview,laslo-djere,db63
2018.12.31,2018,12,31,94,94,,,26,620,21,/en/players/filip-krajinovic/kb05/overview,filip-krajinovic,kb05
2018.12.31,2018,12,31,95,95,,,30,612,15,/en/players/ernests-gulbis/g858/overview,ernests-gulbis,g858
2018.12.31,2018,12,31,96,96,,,32,598,24,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710
2018.12.31,2018,12,31,97,97,,,28,594,26,/en/players/evgeny-donskoy/d864/overview,evgeny-donskoy,d864
2018.12.31,2018,12,31,98,98,,,29,592,34,/en/players/radu-albot/a829/overview,radu-albot,a829
2018.12.31,2018,12,31,99,99,,,21,590,18,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522
2018.12.31,2018,12,31,100,100,,,39,589,23,/en/players/ivo-karlovic/k336/overview,ivo-karlovic,k336
2018.12.31,2018,12,31,101,101,,,29,573,25,/en/players/thomas-fabbiano/f586/overview,thomas-fabbiano,f586
2018.12.31,2018,12,31,102,102,,,20,572,27,/en/players/ugo-humbert/hh26/overview,ugo-humbert,hh26
2018.12.31,2018,12,31,103,103,,,20,563,22,/en/players/michael-mmoh/mp01/overview,michael-mmoh,mp01
2018.12.31,2018,12,31,104,104,,,30,550,27,/en/players/pedro-sousa/s483/overview,pedro-sousa,s483
2018.12.31,2018,12,31,105,105,,,35,543,29,/en/players/guillermo-garcia-lopez/g476/overview,guillermo-garcia-lopez,g476
2018.12.31,2018,12,31,106,106,,,26,540,21,/en/players/jack-sock/sm25/overview,jack-sock,sm25
2018.12.31,2018,12,31,107,107,,,23,532,24,/en/players/lorenzo-sonego/su87/overview,lorenzo-sonego,su87
2018.12.31,2018,12,31,108,108,,,18,527,27,/en/players/felix-auger-aliassime/ag37/overview,felix-auger-aliassime,ag37
2018.12.31,2018,12,31,109,109,,,37,525,31,/en/players/paolo-lorenzi/l503/overview,paolo-lorenzi,l503
2018.12.31,2018,12,31,110,110,,,29,521,21,/en/players/prajnesh-gunneswaran/ga94/overview,prajnesh-gunneswaran,ga94
2018.12.31,2018,12,31,111,111,,,22,520,21,/en/players/jared-donaldson/dc58/overview,jared-donaldson,dc58
2018.12.31,2018,12,31,112,112,,,20,518,27,/en/players/casper-ruud/rh16/overview,casper-ruud,rh16
2018.12.31,2018,12,31,113,113,,,25,516,22,/en/players/jason-kubler/kb95/overview,jason-kubler,kb95
2018.12.31,2018,12,31,114,114,,,31,514,24,/en/players/lukas-lacko/l797/overview,lukas-lacko,l797
2018.12.31,2018,12,31,115,115,,,22,511,26,/en/players/elias-ymer/y218/overview,elias-ymer,y218
2018.12.31,2018,12,31,116,116,,,28,507,24,/en/players/ricardas-berankis/be90/overview,ricardas-berankis,be90
2018.12.31,2018,12,31,117,117,,,30,496,23,/en/players/ruben-bemelmans/be54/overview,ruben-bemelmans,be54
2018.12.31,2018,12,31,118,118,,,25,491,21,/en/players/juan-ignacio-londero/lb84/overview,juan-ignacio-londero,lb84
2018.12.31,2018,12,31,119,119,,,30,482,33,/en/players/peter-polansky/pb22/overview,peter-polansky,pb22
2018.12.31,2018,12,31,120,120,,,24,475,29,/en/players/thiago-monteiro/mj08/overview,thiago-monteiro,mj08
2018.12.31,2018,12,31,121,121,,,29,470,25,/en/players/jason-jung/j380/overview,jason-jung,j380
2018.12.31,2018,12,31,122,122,,,25,466,23,/en/players/hugo-dellien/da31/overview,hugo-dellien,da31
2018.12.31,2018,12,31,123,123,,,28,463,24,/en/players/marco-trungelliti/ta29/overview,marco-trungelliti,ta29
2018.12.31,2018,12,31,124,124,,,33,460,21,/en/players/marcos-baghdatis/b837/overview,marcos-baghdatis,b837
2018.12.31,2018,12,31,125,125,,,36,460,18,/en/players/david-ferrer/f401/overview,david-ferrer,f401
2018.12.31,2018,12,31,126,126,,,29,460,30,/en/players/yannick-maden/mh16/overview,yannick-maden,mh16
2018.12.31,2018,12,31,127,127,,,21,458,22,/en/players/lloyd-harris/hg86/overview,lloyd-harris,hg86
2018.12.31,2018,12,31,128,128,,,22,445,28,/en/players/quentin-halys/hb64/overview,quentin-halys,hb64
2018.12.31,2018,12,31,129,129,,,33,442,25,/en/players/adrian-menendez-maceiras/mb53/overview,adrian-menendez-maceiras,mb53
2018.12.31,2018,12,31,130,130,,,31,440,21,/en/players/matthias-bachinger/bc65/overview,matthias-bachinger,bc65
2018.12.31,2018,12,31,131,131,,,19,433,25,/en/players/miomir-kecmanovic/ki95/overview,miomir-kecmanovic,ki95
2018.12.31,2018,12,31,132,132,,,24,433,27,/en/players/ramkumar-ramanathan/rb56/overview,ramkumar-ramanathan,rb56
2018.12.31,2018,12,31,133,133,,,27,426,26,/en/players/stefano-travaglia/ta12/overview,stefano-travaglia,ta12
2018.12.31,2018,12,31,134,134,,,32,424,30,/en/players/sergiy-stakhovsky/sc77/overview,sergiy-stakhovsky,sc77
2018.12.31,2018,12,31,135,135,,,22,424,21,/en/players/noah-rubin/rc96/overview,noah-rubin,rc96
2018.12.31,2018,12,31,136,136,,,25,421,25,/en/players/bjorn-fratangelo/f811/overview,bjorn-fratangelo,f811
