2019.01.07,2019,1,7,1,1,,,31,9135,18,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643
2019.01.07,2019,1,7,2,2,,,32,7480,13,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409
2019.01.07,2019,1,7,3,3,,,37,6420,17,/en/players/roger-federer/f324/overview,roger-federer,f324
2019.01.07,2019,1,7,4,4,,,21,6385,21,/en/players/alexander-zverev/z355/overview,alexander-zverev,z355
2019.01.07,2019,1,7,5,5,,,30,5300,18,/en/players/juan-martin-del-potro/d683/overview,juan-martin-del-potro,d683
2019.01.07,2019,1,7,6,6,,,32,4810,20,/en/players/kevin-anderson/a678/overview,kevin-anderson,a678
2019.01.07,2019,1,7,7,7,,,30,4160,18,/en/players/marin-cilic/c977/overview,marin-cilic,c977
2019.01.07,2019,1,7,8,8,,,25,4095,25,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69
2019.01.07,2019,1,7,9,9,,,29,3750,25,/en/players/kei-nishikori/n552/overview,kei-nishikori,n552
2019.01.07,2019,1,7,10,10,,,33,3155,23,/en/players/john-isner/i186/overview,john-isner,i186
2019.01.07,2019,1,7,11,11,,,22,2835,26,/en/players/karen-khachanov/ke29/overview,karen-khachanov,ke29
2019.01.07,2019,1,7,12,12,,,22,2435,19,/en/players/borna-coric/cg80/overview,borna-coric,cg80
2019.01.07,2019,1,7,13,13,,,31,2315,25,/en/players/fabio-fognini/f510/overview,fabio-fognini,f510
2019.01.07,2019,1,7,14,14,,,23,2150,23,/en/players/kyle-edmund/e831/overview,kyle-edmund,e831
2019.01.07,2019,1,7,15,15,,,20,2095,29,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51
2019.01.07,2019,1,7,16,16,,,22,2037,27,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58
2019.01.07,2019,1,7,17,17,1,up,28,1900,20,/en/players/milos-raonic/r975/overview,milos-raonic,r975
2019.01.07,2019,1,7,18,18,2,up,26,1889,30,/en/players/marco-cecchinato/cf01/overview,marco-cecchinato,cf01
2019.01.07,2019,1,7,19,19,2,down,26,1880,25,/en/players/diego-schwartzman/sm37/overview,diego-schwartzman,sm37
2019.01.07,2019,1,7,20,20,1,up,26,1820,29,/en/players/nikoloz-basilashvili/bg23/overview,nikoloz-basilashvili,bg23
2019.01.07,2019,1,7,21,21,2,down,27,1790,20,/en/players/grigor-dimitrov/d875/overview,grigor-dimitrov,d875
2019.01.07,2019,1,7,22,22,,,28,1785,21,/en/players/david-goffin/gb88/overview,david-goffin,gb88
2019.01.07,2019,1,7,23,23,1,up,30,1765,24,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06
2019.01.07,2019,1,7,24,24,1,down,27,1705,21,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,cd85
2019.01.07,2019,1,7,25,25,,,22,1585,23,/en/players/hyeon-chung/ch27/overview,hyeon-chung,ch27
2019.01.07,2019,1,7,26,26,,,32,1535,24,/en/players/richard-gasquet/g628/overview,richard-gasquet,g628
2019.01.07,2019,1,7,27,27,,,19,1440,26,/en/players/denis-shapovalov/su55/overview,denis-shapovalov,su55
2019.01.07,2019,1,7,28,28,,,35,1410,28,/en/players/fernando-verdasco/v306/overview,fernando-verdasco,v306
2019.01.07,2019,1,7,29,29,2,up,19,1253,26,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,dh58
2019.01.07,2019,1,7,30,30,2,up,24,1245,23,/en/players/lucas-pouille/pf39/overview,lucas-pouille,pf39
2019.01.07,2019,1,7,31,31,1,down,34,1210,28,/en/players/gilles-simon/sd32/overview,gilles-simon,sd32
2019.01.07,2019,1,7,32,32,3,down,32,1195,23,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65
2019.01.07,2019,1,7,33,33,,,29,1190,24,/en/players/steve-johnson/j386/overview,steve-johnson,j386
2019.01.07,2019,1,7,34,34,,,35,1125,24,/en/players/philipp-kohlschreiber/k435/overview,philipp-kohlschreiber,k435
2019.01.07,2019,1,7,35,35,1,up,26,1122,27,/en/players/marton-fucsovics/f724/overview,marton-fucsovics,f724
2019.01.07,2019,1,7,36,36,4,up,31,1120,26,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12
2019.01.07,2019,1,7,37,37,,,34,1100,24,/en/players/andreas-seppi/sa93/overview,andreas-seppi,sa93
2019.01.07,2019,1,7,38,38,,,29,1083,23,/en/players/john-millman/mh30/overview,john-millman,mh30
2019.01.07,2019,1,7,39,39,,,20,1080,24,/en/players/frances-tiafoe/td51/overview,frances-tiafoe,td51
2019.01.07,2019,1,7,40,40,1,up,29,1050,20,/en/players/martin-klizan/k966/overview,martin-klizan,k966
2019.01.07,2019,1,7,41,41,1,up,30,1045,30,/en/players/adrian-mannarino/me82/overview,adrian-mannarino,me82
2019.01.07,2019,1,7,42,42,3,up,34,1042,30,/en/players/malek-jaziri/j267/overview,malek-jaziri,j267
2019.01.07,2019,1,7,43,43,,,23,1022,22,/en/players/nicolas-jarry/j551/overview,nicolas-jarry,j551
2019.01.07,2019,1,7,44,44,,,29,1017,29,/en/players/joao-sousa/sh90/overview,joao-sousa,sh90
2019.01.07,2019,1,7,45,45,3,up,28,1010,26,/en/players/dusan-lajovic/l987/overview,dusan-lajovic,l987
2019.01.07,2019,1,7,46,46,1,up,26,985,31,/en/players/damir-dzumhur/d923/overview,damir-dzumhur,d923
2019.01.07,2019,1,7,47,47,1,down,31,981,26,/en/players/matthew-ebden/e690/overview,matthew-ebden,e690
2019.01.07,2019,1,7,48,48,3,up,31,955,23,/en/players/sam-querrey/q927/overview,sam-querrey,q927
2019.01.07,2019,1,7,49,49,1,up,31,940,28,/en/players/robin-haase/h756/overview,robin-haase,h756
2019.01.07,2019,1,7,50,50,1,down,21,933,26,/en/players/taylor-fritz/fb98/overview,taylor-fritz,fb98
2019.01.07,2019,1,7,51,51,16,down,23,920,21,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17
2019.01.07,2019,1,7,52,52,2,up,22,916,24,/en/players/matteo-berrettini/bk40/overview,matteo-berrettini,bk40
2019.01.07,2019,1,7,53,53,2,up,27,903,25,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996
2019.01.07,2019,1,7,54,54,2,up,31,895,25,/en/players/leonardo-mayer/md56/overview,leonardo-mayer,md56
2019.01.07,2019,1,7,55,55,3,down,29,890,29,/en/players/benoit-paire/pd31/overview,benoit-paire,pd31
2019.01.07,2019,1,7,56,56,3,down,31,890,23,/en/players/mikhail-kukushkin/k926/overview,mikhail-kukushkin,k926
2019.01.07,2019,1,7,57,57,14,up,33,865,16,/en/players/tomas-berdych/ba47/overview,tomas-berdych,ba47
2019.01.07,2019,1,7,58,58,1,down,28,855,25,/en/players/jan-lennard-struff/sl28/overview,jan-lennard-struff,sl28
2019.01.07,2019,1,7,59,59,7,up,33,830,18,/en/players/stan-wawrinka/w367/overview,stan-wawrinka,w367
2019.01.07,2019,1,7,60,60,1,down,29,830,25,/en/players/peter-gojowczyk/g967/overview,peter-gojowczyk,g967
2019.01.07,2019,1,7,61,61,1,down,28,823,23,/en/players/marius-copil/ca99/overview,marius-copil,ca99
2019.01.07,2019,1,7,62,62,1,up,26,818,28,/en/players/denis-kudla/kb09/overview,denis-kudla,kb09
2019.01.07,2019,1,7,63,63,2,down,27,814,23,/en/players/tennys-sandgren/sl08/overview,tennys-sandgren,sl08
2019.01.07,2019,1,7,64,64,,,37,795,20,/en/players/feliciano-lopez/l397/overview,feliciano-lopez,l397
2019.01.07,2019,1,7,65,65,,,30,790,29,/en/players/albert-ramos-vinolas/r772/overview,albert-ramos-vinolas,r772
2019.01.07,2019,1,7,66,66,8,down,28,790,25,/en/players/guido-pella/pc11/overview,guido-pella,pc11
2019.01.07,2019,1,7,67,67,,,29,760,21,/en/players/aljaz-bedene/bh09/overview,aljaz-bedene,bh09
2019.01.07,2019,1,7,68,68,1,up,31,746,30,/en/players/mischa-zverev/z168/overview,mischa-zverev,z168
2019.01.07,2019,1,7,69,69,31,up,39,739,24,/en/players/ivo-karlovic/k336/overview,ivo-karlovic,k336
