2018.07.02,2018,7,2,1,1,,,32,8770,14,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409
2018.07.02,2018,7,2,2,2,,,36,8720,18,/en/players/roger-federer/f324/overview,roger-federer,f324
2018.07.02,2018,7,2,3,3,,,21,5755,22,/en/players/alexander-zverev/z355/overview,alexander-zverev,z355
2018.07.02,2018,7,2,4,4,,,29,5080,19,/en/players/juan-martin-del-potro/d683/overview,juan-martin-del-potro,d683
2018.07.02,2018,7,2,5,5,,,29,5060,18,/en/players/marin-cilic/c977/overview,marin-cilic,c977
2018.07.02,2018,7,2,6,6,,,27,4780,22,/en/players/grigor-dimitrov/d875/overview,grigor-dimitrov,d875
2018.07.02,2018,7,2,7,7,,,24,3835,25,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69
2018.07.02,2018,7,2,8,8,,,32,3635,21,/en/players/kevin-anderson/a678/overview,kevin-anderson,a678
2018.07.02,2018,7,2,9,9,,,27,3110,25,/en/players/david-goffin/gb88/overview,david-goffin,gb88
2018.07.02,2018,7,2,10,10,,,33,3045,23,/en/players/john-isner/i186/overview,john-isner,i186
2018.07.02,2018,7,2,11,11,,,25,2435,26,/en/players/diego-schwartzman/sm37/overview,diego-schwartzman,sm37
2018.07.02,2018,7,2,12,12,,,26,2145,24,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,cd85
2018.07.02,2018,7,2,13,13,,,30,2130,22,/en/players/sam-querrey/q927/overview,sam-querrey,q927
2018.07.02,2018,7,2,14,14,,,30,2120,25,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06
2018.07.02,2018,7,2,15,15,,,25,2110,24,/en/players/jack-sock/sm25/overview,jack-sock,sm25
2018.07.02,2018,7,2,16,16,,,31,2030,24,/en/players/fabio-fognini/f510/overview,fabio-fognini,f510
2018.07.02,2018,7,2,17,17,1,up,23,1950,24,/en/players/kyle-edmund/e831/overview,kyle-edmund,e831
2018.07.02,2018,7,2,18,18,1,up,23,1855,19,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,ke17
2018.07.02,2018,7,2,19,19,1,up,24,1835,24,/en/players/lucas-pouille/pf39/overview,lucas-pouille,pf39
2018.07.02,2018,7,2,20,20,1,up,21,1745,21,/en/players/borna-coric/cg80/overview,borna-coric,cg80
2018.07.02,2018,7,2,21,21,4,down,31,1715,16,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643
2018.07.02,2018,7,2,22,22,,,22,1685,22,/en/players/hyeon-chung/ch27/overview,hyeon-chung,ch27
2018.07.02,2018,7,2,23,23,7,up,26,1665,30,/en/players/damir-dzumhur/d923/overview,damir-dzumhur,d923
2018.07.02,2018,7,2,24,24,1,down,32,1625,18,/en/players/tomas-berdych/ba47/overview,tomas-berdych,ba47
2018.07.02,2018,7,2,25,25,1,up,19,1588,24,/en/players/denis-shapovalov/su55/overview,denis-shapovalov,su55
2018.07.02,2018,7,2,26,26,2,down,30,1580,28,/en/players/adrian-mannarino/me82/overview,adrian-mannarino,me82
2018.07.02,2018,7,2,27,27,2,down,34,1575,21,/en/players/philipp-kohlschreiber/k435/overview,philipp-kohlschreiber,k435
2018.07.02,2018,7,2,28,28,1,down,28,1530,21,/en/players/kei-nishikori/n552/overview,kei-nishikori,n552
2018.07.02,2018,7,2,29,29,2,up,25,1514,30,/en/players/marco-cecchinato/cf01/overview,marco-cecchinato,cf01
2018.07.02,2018,7,2,30,30,2,down,26,1489,22,/en/players/filip-krajinovic/kb05/overview,filip-krajinovic,kb05
2018.07.02,2018,7,2,31,31,2,down,32,1465,25,/en/players/richard-gasquet/g628/overview,richard-gasquet,g628
2018.07.02,2018,7,2,32,32,,,27,1430,20,/en/players/milos-raonic/r975/overview,milos-raonic,r975
2018.07.02,2018,7,2,33,33,1,up,20,1281,22,/en/players/andrey-rublev/re44/overview,andrey-rublev,re44
2018.07.02,2018,7,2,34,34,1,down,34,1280,27,/en/players/fernando-verdasco/v306/overview,fernando-verdasco,v306
2018.07.02,2018,7,2,35,35,,,19,1254,32,/en/players/stefanos-tsitsipas/te51/overview,stefanos-tsitsipas,te51
2018.07.02,2018,7,2,36,36,,,31,1235,24,/en/players/leonardo-mayer/md56/overview,leonardo-mayer,md56
2018.07.02,2018,7,2,37,37,1,up,36,1175,20,/en/players/david-ferrer/f401/overview,david-ferrer,f401
2018.07.02,2018,7,2,38,38,1,down,30,1170,29,/en/players/albert-ramos-vinolas/r772/overview,albert-ramos-vinolas,r772
2018.07.02,2018,7,2,39,39,,,28,1153,26,/en/players/peter-gojowczyk/g967/overview,peter-gojowczyk,g967
2018.07.02,2018,7,2,40,40,,,22,1130,25,/en/players/karen-khachanov/ke29/overview,karen-khachanov,ke29
2018.07.02,2018,7,2,41,41,26,up,30,1085,32,/en/players/mischa-zverev/z168/overview,mischa-zverev,z168
2018.07.02,2018,7,2,42,42,,,28,1085,24,/en/players/steve-johnson/j386/overview,steve-johnson,j386
2018.07.02,2018,7,2,43,43,1,up,31,1075,28,/en/players/robin-haase/h756/overview,robin-haase,h756
2018.07.02,2018,7,2,44,44,3,down,31,1070,22,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65
2018.07.02,2018,7,2,45,45,2,up,29,1045,30,/en/players/joao-sousa/sh90/overview,joao-sousa,sh90
2018.07.02,2018,7,2,46,46,,,31,1025,22,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12
2018.07.02,2018,7,2,47,47,1,up,29,1010,28,/en/players/benoit-paire/pd31/overview,benoit-paire,pd31
2018.07.02,2018,7,2,48,48,1,up,23,999,28,/en/players/maximilian-marterer/mn13/overview,maximilian-marterer,mn13
2018.07.02,2018,7,2,49,49,1,up,26,997,25,/en/players/marton-fucsovics/f724/overview,marton-fucsovics,f724
2018.07.02,2018,7,2,50,50,7,down,34,996,24,/en/players/andreas-seppi/sa93/overview,andreas-seppi,sa93
